Order_ID,Order_Date,Dispatch_Date,Estimated_Delivery,Actual_Delivery,Delivery_Status,Region,City,Parent_Company,Category,Brand,Product,Number_of_Boxes,Total_Weight_KG,Order_Value_SAR,Delivery_Carrier,Payment_Method,Customer_Type,Days_Late,On_Time,City_Latitude,City_Longitude,Region_Latitude,Region_Longitude,Carrier Latitude,Carrier Longitude,Carrier_Latitude_old,Carrier_Longitude_old
ORD2419,07/05/2023,07/05/2023,11/05/2023,11/05/2023,Delivered,Riyadh,Al Kharj,Almarai,Juices,Almarai,Almarai Apple 1.5L,2,3.75,277.37,Naqel,Credit Card,Restaurant,0,True,24.1556,47.312,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2420,06/10/2023,06/10/2023,09/10/2023,09/10/2023,Delivered,Qassim,Buraidah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,7,18.42,829.38,Naqel,Credit Card,Retail,0,True,26.3259,43.974,26.3259,43.974,26.3282,43.9752,24.6531,46.7141
ORD2421,11/03/2025,13/03/2025,17/03/2025,22/03/2025,Partially Delivered,Tabuk,Haql,Nestlé,Confectionery,KitKat,KitKat 4-finger,5,17.47,543.64,Fetchr,Credit Card,Retail,5,False,29.1531,34.9431,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD2422,13/06/2023,13/06/2023,14/06/2023,14/06/2023,Delivered,Makkah,Al Lith,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,2,8.79,323.39,Fetchr,Credit Card,School,0,True,20.131,40.2665,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD2423,28/03/2023,29/03/2023,02/04/2023,03/04/2023,Cancelled,Riyadh,Al Majmaah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,7,24.06,568.23,Saudi Post,Cash on Delivery,Restaurant,1,False,25.9121,45.3488,24.7136,46.6753,24.7136,46.7684,24.774265,46.738586
ORD2424,17/08/2024,19/08/2024,23/08/2024,23/08/2024,Delivered,Madinah,Yanbu,Unilever,Food,Lipton,Lipton Yellow Label 100g,12,53.58,1953.41,Saudi Post,Corporate Account,Retail,0,True,24.0899,38.0637,24.5247,39.5692,24.526,39.5702,24.774265,46.738586
ORD2425,03/06/2023,03/06/2023,07/06/2023,07/06/2023,Delivered,Eastern Province,Dammam,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,16,73.05,1492.86,Naqel,Credit Card,School,0,True,26.4207,50.0888,26.4207,50.0888,17.51,44.14,24.6531,46.7141
ORD2426,08/04/2023,09/04/2023,11/04/2023,11/04/2023,Delivered,Al Bahah,Baljurashi,Unilever,Personal Care,Dove,Dove Soap 90g,1,2.64,90.09,Aramex,Credit Card,Hospital,0,True,19.8812,41.5581,20.0129,41.4677,20.0129,41.4677,24.7838,46.6312
ORD2427,18/03/2023,18/03/2023,22/03/2023,22/03/2023,Delivered,Northern Borders,Al Uwayqilah,Unilever,Personal Care,Dove,Dove Soap 90g,9,26.34,765.07,Naqel,Cash on Delivery,School,0,True,29.7481,41.2831,30.9753,41.0381,30.003,41.0005,24.6531,46.7141
ORD2428,27/10/2024,28/10/2024,31/10/2024,31/10/2024,Delivered,Jazan,Abu Arish,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,18,66.91,3536.26,Fetchr,Credit Card,Retail,0,True,16.9689,42.8326,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2429,24/12/2023,26/12/2023,27/12/2023,27/12/2023,Delivered,Qassim,Buraidah,Almarai,Juices,Almarai,Almarai Mango 1.5L,6,21.64,834.52,Aramex,Corporate Account,School,0,True,26.3259,43.974,26.3259,43.974,26.3256,43.974,24.7838,46.6312
ORD2430,26/01/2025,26/01/2025,27/01/2025,27/01/2025,Delivered,Madinah,Al Ula,Almarai,Dairy,Lusine,Lusine Cheese 200g,8,23.46,1512.93,Aramex,Cash on Delivery,Restaurant,0,True,26.6189,37.9284,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD2431,23/02/2023,25/02/2023,28/02/2023,06/03/2023,Partially Delivered,Tabuk,Tabuk,Unilever,Personal Care,Lux,Lux Body Wash,20,89,1383.25,DHL,Cash on Delivery,Restaurant,6,False,28.3838,36.555,28.3838,36.555,28.3845,36.5562,24.7292,46.6443
ORD2432,22/09/2023,24/09/2023,25/09/2023,25/09/2023,Delivered,Qassim,Al Bukayriyah,PepsiCo,Beverages,7Up,7Up 1L Bottle,3,7.57,424.81,DHL,Credit Card,School,0,True,26.1444,43.6578,26.3259,43.974,26.3265,43.9735,24.7292,46.6443
ORD2433,06/03/2023,08/03/2023,11/03/2023,11/03/2023,Delivered,Eastern Province,Hafr Al Batin,Almarai,Dairy,Almarai,Almarai Milk 1L,19,92.06,3663.7,Aramex,Cash on Delivery,Retail,0,True,28.4384,45.96,26.4207,50.0888,17.4917,44.1324,24.7838,46.6312
ORD2434,14/01/2024,15/01/2024,17/01/2024,17/01/2024,Delivered,Hail,Baqa,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,3,11.29,582.32,Saudi Post,Cash on Delivery,School,0,True,26.3256,43.4885,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD2435,10/07/2023,12/07/2023,14/07/2023,14/07/2023,Delivered,Asir,Sarat Abidah,Unilever,Food,Lipton,Lipton Yellow Label 100g,11,34.74,847.72,DHL,Bank Transfer,Hospital,0,True,18.0677,43.1499,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD2436,28/05/2024,28/05/2024,31/05/2024,31/05/2024,Delivered,Makkah,Al Lith,Unilever,Food,Lipton,Lipton Yellow Label 100g,4,6.08,624.59,Fetchr,Cash on Delivery,Supermarket,0,True,20.131,40.2665,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD2437,14/12/2023,15/12/2023,18/12/2023,18/12/2023,Delivered,Makkah,Taif,Nestlé,Dairy,Nido,Nido 900g,9,38.77,999.68,Fetchr,Credit Card,Hospital,0,True,21.4373,40.5127,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD2438,26/09/2023,27/09/2023,30/09/2023,30/09/2023,Delivered,Makkah,Al Qunfudhah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,16,25.34,2980.91,Fetchr,Credit Card,Restaurant,0,True,19.1254,41.078,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD2439,04/05/2024,06/05/2024,07/05/2024,07/05/2024,Delivered,Riyadh,Al Kharj,Procter & Gamble,Personal Care,Gillette,Gillette Razor,10,24.3,885.08,DHL,Corporate Account,Supermarket,0,True,24.1556,47.312,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD2440,06/11/2023,08/11/2023,11/11/2023,11/11/2023,Delivered,Tabuk,Umluj,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,14,49.12,1522.92,Fetchr,Credit Card,Restaurant,0,True,25.0213,37.2685,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD2441,27/10/2023,28/10/2023,30/10/2023,30/10/2023,Delivered,Madinah,Al Ula,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,7,23.56,544.07,Saudi Post,Cash on Delivery,School,0,True,26.6189,37.9284,24.5247,39.5692,24.526,39.5702,24.774265,46.738586
ORD2442,28/11/2024,29/11/2024,30/11/2024,30/11/2024,Delivered,Jazan,Abu Arish,PepsiCo,Beverages,7Up,7Up 1L Bottle,8,31.44,1321.74,Fetchr,Cash on Delivery,Restaurant,0,True,16.9689,42.8326,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2443,12/01/2025,13/01/2025,17/01/2025,17/01/2025,Delivered,Makkah,Makkah,Almarai,Dairy,Almarai,Almarai Milk 1L,11,26.76,1570.83,Saudi Post,Cash on Delivery,Hospital,0,True,21.3891,39.8579,21.3891,39.8579,21.392,39.858,24.774265,46.738586
ORD2444,13/02/2025,14/02/2025,18/02/2025,18/02/2025,Delivered,Al Bahah,Al Aqiq,PepsiCo,Snacks,Lays,Lays Classic 40g,20,95.56,2968.59,Saudi Post,Credit Card,Hospital,0,True,19.9843,41.6525,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD2445,27/05/2024,27/05/2024,29/05/2024,29/05/2024,Delivered,Riyadh,Al Majmaah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,19,87.22,3486.48,Naqel,Cash on Delivery,Retail,0,True,25.9121,45.3488,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD2446,08/01/2025,09/01/2025,12/01/2025,12/01/2025,Delivered,Najran,Hubuna,Almarai,Juices,Almarai,Almarai Apple 1.5L,4,16.41,235.38,Aramex,Credit Card,Hospital,0,True,17.3,44.1167,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD2447,29/03/2023,29/03/2023,02/04/2023,02/04/2023,Delivered,Eastern Province,Hafr Al Batin,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,18,37.44,3227.76,Naqel,Credit Card,Hospital,0,True,28.4384,45.96,26.4207,50.0888,17.51,44.14,24.6531,46.7141
ORD2448,07/03/2024,07/03/2024,11/03/2024,11/03/2024,Delivered,Najran,Sharurah,Unilever,Food,Knorr,Knorr Chicken Cubes,18,36.82,3067.7,Aramex,Credit Card,Hospital,0,True,17.4753,47.1216,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD2449,14/05/2023,16/05/2023,17/05/2023,17/05/2023,Delivered,Northern Borders,Arar,Unilever,Food,Lipton,Lipton Yellow Label 100g,2,4.02,329.22,DHL,Bank Transfer,Retail,0,True,30.9753,41.0381,30.9753,41.0381,30.002,41.0015,24.7292,46.6443
ORD2450,08/06/2024,08/06/2024,10/06/2024,10/06/2024,Delivered,Asir,Bisha,Nestlé,Confectionery,Quality,Quality Street Tin,14,52.96,1632.9,Naqel,Bank Transfer,Hospital,0,True,19.9874,42.5891,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD2451,21/07/2023,22/07/2023,25/07/2023,25/07/2023,Delivered,Hail,Sumaira,PepsiCo,Beverages,7Up,7Up 1L Bottle,11,49.41,869.76,Fetchr,Credit Card,Hospital,0,True,26.5,42.85,27.5114,41.7208,27.5135,41.72,24.7961,46.6753
ORD2452,14/02/2025,14/02/2025,17/02/2025,23/02/2025,Partially Delivered,Northern Borders,Al Uwayqilah,Nestlé,Dairy,Nido,Nido 900g,13,25.3,1877.83,DHL,Credit Card,School,6,False,29.7481,41.2831,30.9753,41.0381,30.002,41.0015,24.7292,46.6443
ORD2453,09/09/2024,10/09/2024,11/09/2024,11/09/2024,Delivered,Makkah,Al Lith,PepsiCo,Snacks,Lays,Lays Classic 40g,15,60.86,1580.77,Aramex,Cash on Delivery,Hospital,0,True,20.131,40.2665,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD2454,26/02/2024,28/02/2024,02/03/2024,02/03/2024,Delivered,Al Bahah,Baljurashi,Procter & Gamble,Personal Care,Gillette,Gillette Razor,13,33.09,1096.83,Aramex,Credit Card,Restaurant,0,True,19.8812,41.5581,20.0129,41.4677,20.0129,41.4677,24.7838,46.6312
ORD2455,10/10/2023,10/10/2023,12/10/2023,12/10/2023,Delivered,Qassim,Al Bukayriyah,Unilever,Food,Lipton,Lipton Yellow Label 100g,16,78.51,2764.21,Aramex,Credit Card,Retail,0,True,26.1444,43.6578,26.3259,43.974,26.3256,43.974,24.7838,46.6312
ORD2456,14/11/2024,15/11/2024,19/11/2024,19/11/2024,Delivered,Makkah,Al Lith,Unilever,Food,Knorr,Knorr Chicken Cubes,1,2.37,193.92,Naqel,Credit Card,Restaurant,0,True,20.131,40.2665,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD2457,25/02/2024,26/02/2024,29/02/2024,29/02/2024,Delivered,Madinah,Al Ula,PepsiCo,Beverages,7Up,7Up 1L Bottle,16,34.24,1277.46,Naqel,Cash on Delivery,Hospital,0,True,26.6189,37.9284,24.5247,39.5692,24.5222,39.5665,24.6531,46.7141
ORD2458,28/08/2023,30/08/2023,02/09/2023,06/09/2023,Partially Delivered,Makkah,Al Qunfudhah,Almarai,Juices,Almarai,Almarai Mango 1.5L,6,20.84,585.21,DHL,Cash on Delivery,Hospital,4,False,19.1254,41.078,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD2459,15/06/2024,15/06/2024,19/06/2024,19/06/2024,Delivered,Eastern Province,Jubail,Almarai,Juices,Almarai,Almarai Mango 1.5L,16,45.8,1706.61,Fetchr,Credit Card,Retail,0,True,27.0046,49.646,26.4207,50.0888,17.5025,44.135,24.7961,46.6753
ORD2460,13/03/2024,14/03/2024,16/03/2024,16/03/2024,Delivered,Northern Borders,Al Uwayqilah,Unilever,Personal Care,Lux,Lux Body Wash,13,56.9,810.03,Fetchr,Cash on Delivery,School,0,True,29.7481,41.2831,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD2461,11/01/2025,12/01/2025,15/01/2025,15/01/2025,Delivered,Eastern Province,Khobar,Nestlé,Confectionery,Quality,Quality Street Tin,16,39.13,2257.39,Saudi Post,Cash on Delivery,Retail,0,True,26.2794,50.2083,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD2462,07/01/2025,09/01/2025,12/01/2025,12/01/2025,Delivered,Asir,Sarat Abidah,Almarai,Juices,Almarai,Almarai Mango 1.5L,14,34.25,2338.49,Fetchr,Credit Card,School,0,True,18.0677,43.1499,18.2164,42.5053,18.2195,42.503,24.7961,46.6753
ORD2463,23/03/2023,23/03/2023,24/03/2023,24/03/2023,Delivered,Tabuk,Haql,Almarai,Dairy,Almarai,Almarai Milk 1L,19,49.19,2217.16,Naqel,Credit Card,Supermarket,0,True,29.1531,34.9431,28.3838,36.555,28.3655,36.5432,24.6531,46.7141
ORD2464,24/01/2025,24/01/2025,28/01/2025,28/01/2025,Delivered,Asir,Khamis Mushait,Nestlé,Beverages,Milo,Milo 400g,9,16.27,1593.73,Naqel,Corporate Account,Hospital,0,True,18.3064,42.7296,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD2465,28/11/2024,29/11/2024,30/11/2024,30/11/2024,Delivered,Asir,Khamis Mushait,Unilever,Personal Care,Lux,Lux Body Wash,17,61.82,3341.56,Saudi Post,Bank Transfer,Hospital,0,True,18.3064,42.7296,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD2466,25/05/2023,26/05/2023,28/05/2023,28/05/2023,Delivered,Tabuk,Haql,PepsiCo,Beverages,7Up,7Up 1L Bottle,12,26.5,1963.9,Naqel,Cash on Delivery,Retail,0,True,29.1531,34.9431,28.3838,36.555,28.3655,36.5432,24.6531,46.7141
ORD2467,31/01/2023,01/02/2023,04/02/2023,04/02/2023,Delivered,Hail,Sumaira,Unilever,Food,Lipton,Lipton Yellow Label 100g,20,79.83,3270.13,Aramex,Bank Transfer,Restaurant,0,True,26.5,42.85,27.5114,41.7208,27.5114,41.7208,24.7838,46.6312
ORD2468,13/06/2023,15/06/2023,19/06/2023,19/06/2023,Delivered,Eastern Province,Jubail,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,19,91.58,2787.93,Saudi Post,Bank Transfer,Restaurant,0,True,27.0046,49.646,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD2469,09/10/2023,11/10/2023,12/10/2023,12/10/2023,Delivered,Jazan,Abu Arish,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,5,10.12,557.36,Fetchr,Credit Card,Restaurant,0,True,16.9689,42.8326,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2470,25/03/2025,27/03/2025,31/03/2025,31/03/2025,Delivered,Jazan,Jazan,Procter & Gamble,Personal Care,Gillette,Gillette Razor,17,79.87,2809.73,Fetchr,Bank Transfer,Retail,0,True,16.8892,42.5703,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2471,21/10/2023,23/10/2023,25/10/2023,25/10/2023,Delivered,Hail,Sumaira,Almarai,Dairy,Lusine,Lusine Cheese 200g,1,2.79,86.93,DHL,Cash on Delivery,Retail,0,True,26.5,42.85,27.5114,41.7208,27.5125,41.7212,24.7292,46.6443
ORD2472,24/07/2023,26/07/2023,28/07/2023,28/07/2023,Delivered,Northern Borders,Arar,Almarai,Dairy,Lusine,Lusine Cheese 200g,13,23.34,2080.26,Saudi Post,Credit Card,Hospital,0,True,30.9753,41.0381,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD2473,16/11/2024,16/11/2024,18/11/2024,18/11/2024,Delivered,Tabuk,Haql,Unilever,Food,Knorr,Knorr Chicken Cubes,13,45.24,2578.04,Saudi Post,Bank Transfer,Hospital,0,True,29.1531,34.9431,28.3838,36.555,28.388,36.561,24.774265,46.738586
ORD2474,04/02/2025,04/02/2025,08/02/2025,08/02/2025,Delivered,Qassim,Unaizah,Unilever,Food,Lipton,Lipton Yellow Label 100g,18,79.52,1956.96,DHL,Corporate Account,School,0,True,26.0889,43.9919,26.3259,43.974,26.3265,43.9735,24.7292,46.6443
ORD2475,15/10/2023,16/10/2023,17/10/2023,17/10/2023,Delivered,Makkah,Jeddah,Almarai,Juices,Almarai,Almarai Apple 1.5L,1,3.68,86.53,Aramex,Corporate Account,Hospital,0,True,21.4858,39.1925,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD2476,10/02/2025,12/02/2025,16/02/2025,16/02/2025,Delivered,Qassim,Ar Rass,PepsiCo,Beverages,7Up,7Up 1L Bottle,1,3.57,56.95,Naqel,Cash on Delivery,Restaurant,0,True,25.8694,43.4973,26.3259,43.974,26.3282,43.9752,24.6531,46.7141
ORD2477,22/08/2023,24/08/2023,25/08/2023,25/08/2023,Delivered,Riyadh,Riyadh,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,1,4.09,190.14,Aramex,Bank Transfer,Restaurant,0,True,24.7136,46.6753,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2478,26/05/2024,27/05/2024,31/05/2024,31/05/2024,Delivered,Jazan,Sabya,Procter & Gamble,Personal Care,Gillette,Gillette Razor,10,30.53,1132.48,DHL,Corporate Account,Supermarket,0,True,17.15,42.6167,16.8892,42.5703,16.8905,42.5715,24.7292,46.6443
ORD2479,08/06/2024,09/06/2024,11/06/2024,11/06/2024,Delivered,Madinah,Badr,Nestlé,Confectionery,KitKat,KitKat 4-finger,16,65.89,1267.29,Fetchr,Credit Card,Retail,0,True,23.7829,38.7906,24.5247,39.5692,24.523,39.5678,24.7961,46.6753
ORD2480,05/02/2023,06/02/2023,10/02/2023,10/02/2023,Delivered,Al Bahah,Baljurashi,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,16,40.9,960.89,Aramex,Corporate Account,Restaurant,0,True,19.8812,41.5581,20.0129,41.4677,20.0129,41.4677,24.7838,46.6312
ORD2481,16/03/2024,17/03/2024,20/03/2024,20/03/2024,Delivered,Northern Borders,Arar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,7,25.79,656.73,Naqel,Credit Card,Hospital,0,True,30.9753,41.0381,30.9753,41.0381,30.003,41.0005,24.6531,46.7141
ORD2482,15/06/2024,16/06/2024,17/06/2024,17/06/2024,Delivered,Hail,Al Shinan,Nestlé,Dairy,Nido,Nido 900g,7,30.83,647.66,Naqel,Corporate Account,Restaurant,0,True,27.1667,42.0333,27.5114,41.7208,27.5145,41.7222,24.6531,46.7141
ORD2483,12/11/2024,14/11/2024,18/11/2024,18/11/2024,Delivered,Riyadh,Al Majmaah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,1,2.42,101.89,Aramex,Credit Card,Restaurant,0,True,25.9121,45.3488,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2484,15/02/2023,16/02/2023,19/02/2023,19/02/2023,Delivered,Jazan,Sabya,Almarai,Juices,Almarai,Almarai Mango 1.5L,1,4.3,148.39,Aramex,Cash on Delivery,Restaurant,0,True,17.15,42.6167,16.8892,42.5703,16.8892,42.5708,24.7838,46.6312
ORD2485,12/03/2024,13/03/2024,16/03/2024,16/03/2024,Delivered,Asir,Khamis Mushait,Unilever,Personal Care,Dove,Dove Soap 90g,18,40.58,3445.15,Naqel,Corporate Account,Retail,0,True,18.3064,42.7296,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD2486,29/03/2025,31/03/2025,03/04/2025,03/04/2025,Delivered,Northern Borders,Turaif,PepsiCo,Snacks,Lays,Lays Classic 40g,9,41.34,484.19,Fetchr,Corporate Account,Supermarket,0,True,31.6725,38.663,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD2487,04/02/2023,05/02/2023,07/02/2023,07/02/2023,Delivered,Riyadh,Diriyah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,19,43.82,3066.24,Saudi Post,Bank Transfer,Retail,0,True,24.737,46.575,24.7136,46.6753,24.7136,46.7684,24.774265,46.738586
ORD2488,30/07/2024,30/07/2024,03/08/2024,03/08/2024,Delivered,Tabuk,Tabuk,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,11,31.1,1606.43,Saudi Post,Corporate Account,School,0,True,28.3838,36.555,28.3838,36.555,28.388,36.561,24.774265,46.738586
ORD2489,19/07/2024,20/07/2024,24/07/2024,24/07/2024,Delivered,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Apple 1.5L,12,48.3,726.77,DHL,Cash on Delivery,School,0,True,25.0213,37.2685,28.3838,36.555,28.3845,36.5562,24.7292,46.6443
ORD2490,02/06/2024,03/06/2024,06/06/2024,06/06/2024,Delivered,Hail,Al Ghazalah,Almarai,Juices,Almarai,Almarai Apple 1.5L,12,57.85,2240.14,Saudi Post,Cash on Delivery,Retail,0,True,26.5478,41.4015,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD2491,29/03/2025,30/03/2025,01/04/2025,01/04/2025,Delivered,Tabuk,Tabuk,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,9,36.24,1246.69,Fetchr,Bank Transfer,School,0,True,28.3838,36.555,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD2492,07/04/2025,07/04/2025,11/04/2025,11/04/2025,Delivered,Tabuk,Tabuk,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,1,4.05,198.88,Naqel,Cash on Delivery,School,0,True,28.3838,36.555,28.3838,36.555,28.3655,36.5432,24.6531,46.7141
ORD2493,10/04/2023,12/04/2023,16/04/2023,16/04/2023,Delivered,Hail,Al Ghazalah,Unilever,Personal Care,Dove,Dove Soap 90g,18,70.88,2519.91,Fetchr,Credit Card,Restaurant,0,True,26.5478,41.4015,27.5114,41.7208,27.5135,41.72,24.7961,46.6753
ORD2494,21/09/2024,23/09/2024,26/09/2024,01/10/2024,Delayed,Najran,Badr Al Janub,PepsiCo,Snacks,Lays,Lays Classic 40g,1,1.82,180.45,Saudi Post,Credit Card,Supermarket,5,False,17.9222,43.6611,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2495,27/12/2024,27/12/2024,30/12/2024,30/12/2024,Delivered,Najran,Najran,Almarai,Dairy,Almarai,Almarai Milk 1L,19,40.46,2538.57,Naqel,Bank Transfer,School,0,True,17.565,44.2289,17.565,44.2289,26.471,50.1055,24.6531,46.7141
ORD2496,18/05/2024,19/05/2024,20/05/2024,20/05/2024,Delivered,Al Bahah,Al Mandaq,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,7,13.29,879.79,Aramex,Cash on Delivery,Restaurant,0,True,20.1233,41.2806,20.0129,41.4677,20.0129,41.4677,24.7838,46.6312
ORD2497,01/12/2024,03/12/2024,07/12/2024,07/12/2024,Delivered,Al Bahah,Al Aqiq,Almarai,Dairy,Almarai,Almarai Milk 1L,20,67.48,2303.38,DHL,Corporate Account,Retail,0,True,19.9843,41.6525,20.0129,41.4677,20.0135,41.469,24.7292,46.6443
ORD2498,31/07/2024,31/07/2024,01/08/2024,01/08/2024,Delivered,Riyadh,Diriyah,Almarai,Dairy,Lusine,Lusine Cheese 200g,12,25.5,854.44,Aramex,Cash on Delivery,Retail,0,True,24.737,46.575,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD2499,27/03/2025,27/03/2025,29/03/2025,29/03/2025,Delivered,Madinah,Badr,Nestlé,Beverages,Milo,Milo 400g,7,29.72,797.2,Fetchr,Credit Card,Restaurant,0,True,23.7829,38.7906,24.5247,39.5692,24.523,39.5678,24.7961,46.6753
ORD2500,25/12/2023,27/12/2023,30/12/2023,30/12/2023,Delivered,Jazan,Samtah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,7,16.75,441.06,Fetchr,Bank Transfer,Restaurant,0,True,16.5989,42.9443,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD2501,10/12/2024,12/12/2024,15/12/2024,15/12/2024,Delivered,Hail,Hail,PepsiCo,Beverages,7Up,7Up 1L Bottle,5,8.72,666.92,Naqel,Credit Card,Restaurant,0,True,27.5114,41.7208,27.5114,41.7208,27.5145,41.7222,24.6531,46.7141
ORD2502,05/04/2024,07/04/2024,09/04/2024,09/04/2024,Delivered,Madinah,Al Ula,Almarai,Dairy,Almarai,Almarai Milk 1L,8,15.9,1370.09,Fetchr,Credit Card,Restaurant,0,True,26.6189,37.9284,24.5247,39.5692,24.523,39.5678,24.7961,46.6753
ORD2503,12/04/2024,12/04/2024,13/04/2024,13/04/2024,Delivered,Najran,Badr Al Janub,Nestlé,Beverages,Milo,Milo 400g,17,72.75,898.07,Saudi Post,Cash on Delivery,School,0,True,17.9222,43.6611,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2504,17/02/2024,19/02/2024,22/02/2024,22/02/2024,Delivered,Al Bahah,Al Aqiq,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,19,66.93,2955.97,Fetchr,Corporate Account,Supermarket,0,True,19.9843,41.6525,20.0129,41.4677,20.015,41.4685,24.7961,46.6753
ORD2505,23/02/2024,25/02/2024,27/02/2024,27/02/2024,Delivered,Najran,Badr Al Janub,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,1,3.03,91.44,Saudi Post,Corporate Account,Hospital,0,True,17.9222,43.6611,17.565,44.2289,26.42,50.1,24.774265,46.738586
ORD2506,03/11/2024,03/11/2024,05/11/2024,05/11/2024,Delivered,Eastern Province,Dammam,Almarai,Dairy,Lusine,Lusine Cheese 200g,1,1.8,196.87,Fetchr,Cash on Delivery,Retail,0,True,26.4207,50.0888,26.4207,50.0888,17.5025,44.135,24.7961,46.6753
ORD2507,02/02/2024,04/02/2024,05/02/2024,05/02/2024,Delivered,Riyadh,Dhurma,Nestlé,Beverages,Milo,Milo 400g,17,69.18,2304.59,DHL,Corporate Account,Hospital,0,True,24.4667,46.1167,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD2508,04/02/2024,06/02/2024,09/02/2024,09/02/2024,Delivered,Hail,Al Shinan,PepsiCo,Snacks,Lays,Lays Classic 40g,6,20.46,904.59,Fetchr,Bank Transfer,Supermarket,0,True,27.1667,42.0333,27.5114,41.7208,27.5135,41.72,24.7961,46.6753
ORD2509,14/05/2023,14/05/2023,17/05/2023,21/05/2023,Partially Delivered,Eastern Province,Dammam,Unilever,Personal Care,Lux,Lux Body Wash,19,57.86,1132.7,Naqel,Bank Transfer,School,4,False,26.4207,50.0888,26.4207,50.0888,17.51,44.14,24.6531,46.7141
ORD2510,07/04/2023,07/04/2023,10/04/2023,10/04/2023,Delivered,Madinah,Al Ula,PepsiCo,Beverages,7Up,7Up 1L Bottle,19,65.19,2601.95,DHL,Corporate Account,School,0,True,26.6189,37.9284,24.5247,39.5692,24.5252,39.5685,24.7292,46.6443
