Promotion_ID,Start_Date,End_Date,Parent_Company,Category,Brand,Product,Promotion_Type,Discount_Pct,Channels,Target_Regions
PROMO59251,2024-01-28,2024-02-07,Nestlé,Beverages,Milo,Milo 400g,Free Gift,0,"In-Store, TV, Newspaper","Riyadh, Madinah"
PROMO76914,2024-01-29,2024-02-23,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,21,Newspaper,Makkah
PROMO86521,2024-01-30,2024-02-17,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,11,Newspaper,"Asir, Madinah, Hail"
PROMO43085,2024-01-30,2024-02-09,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,In-Store,"Tabuk, Jazan"
PROMO12504,2024-01-31,2024-02-16,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,11,"Social Media, TV","Makkah, Madinah, Northern Borders"
PROMO13445,2024-01-31,2024-02-19,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,0,"SMS, Newspaper",Riyadh
PROMO52639,2024-01-31,2024-02-27,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,0,SMS,Madinah
PROMO13474,2024-02-01,2024-02-14,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,22,Influencers,Riyadh
PROMO88430,2024-02-02,2024-02-17,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,0,"Radio, Newspaper","Al Bahah, Najran, Eastern Province"
PROMO51820,2024-02-03,2024-02-17,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,11,"Radio, TV, In-Store","Asir, Riyadh, Tabuk"
PROMO17540,2024-02-03,2024-02-15,Nestlé,Confectionery,KitKat,KitKat 4-finger,Free Gift,0,In-Store,Al Bahah
PROMO83343,2024-02-03,2024-02-25,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,0,"Newspaper, Social Media, In-Store",Najran
PROMO23232,2024-02-03,2024-02-17,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,0,"SMS, TV","Eastern Province, Northern Borders, Makkah"
PROMO76565,2024-02-04,2024-02-20,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,0,"SMS, Influencers",Najran
PROMO13764,2024-02-07,2024-03-01,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Discount,37,"Social Media, TV","Makkah, Eastern Province, Najran"
PROMO58159,2024-02-11,2024-02-26,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"SMS, TV, In-Store","Makkah, Al Bahah, Madinah"
PROMO59508,2024-02-11,2024-02-21,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,12,SMS,"Hail, Qassim, Makkah"
PROMO47501,2024-02-11,2024-02-26,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,23,TV,"Riyadh, Najran, Qassim"
PROMO41501,2024-02-11,2024-02-25,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"Influencers, Social Media, In-Store",Asir
PROMO96842,2024-02-12,2024-03-01,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,8,"Newspaper, In-Store, Influencers","Qassim, Riyadh, Najran"
PROMO82361,2024-02-17,2024-03-11,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,0,"TV, In-Store",Riyadh
PROMO16458,2024-02-20,2024-03-18,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,13,"Influencers, TV, SMS",Northern Borders
PROMO89520,2024-02-21,2024-02-29,Nestlé,Beverages,Milo,Milo 400g,Free Gift,39,"Social Media, SMS","Makkah, Asir"
PROMO31250,2024-02-24,2024-03-03,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,17,"Social Media, In-Store","Eastern Province, Northern Borders, Al Bahah"
PROMO11402,2024-02-25,2024-03-14,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,23,"Radio, Newspaper","Makkah, Tabuk"
PROMO76475,2024-02-25,2024-03-16,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,17,"Newspaper, Radio, In-Store","Eastern Province, Asir"
PROMO36514,2024-02-26,2024-03-07,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,25,"Social Media, In-Store","Riyadh, Northern Borders"
PROMO32835,2024-02-28,2024-03-17,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,20,"Influencers, Social Media, Radio","Jazan, Hail"
PROMO99074,2024-02-29,2024-03-28,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,9,Newspaper,"Makkah, Eastern Province, Northern Borders"
PROMO67612,2024-03-01,2024-03-27,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,14,"Influencers, TV, SMS","Riyadh, Northern Borders, Al Bahah"
PROMO84435,2024-03-02,2024-03-09,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,In-Store,"Najran, Qassim"
PROMO12643,2024-03-03,2024-03-21,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,36,Newspaper,Riyadh
PROMO14497,2024-03-04,2024-03-23,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,12,Radio,Madinah
PROMO13127,2024-03-04,2024-03-15,Unilever,Personal Care,Lux,Lux Body Wash,BOGO,32,"Newspaper, In-Store",Jazan
PROMO89959,2024-03-05,2024-03-26,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,0,"Newspaper, Social Media, Influencers","Qassim, Makkah, Northern Borders"
PROMO35215,2024-03-05,2024-03-24,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,35,Newspaper,Tabuk
PROMO92934,2024-03-06,2024-03-25,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,32,In-Store,"Tabuk, Madinah"
PROMO88011,2024-03-06,2024-03-29,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,29,"Radio, Social Media, In-Store","Jazan, Tabuk, Najran"
PROMO63018,2024-03-06,2024-03-23,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,37,Social Media,Madinah
PROMO19367,2024-03-06,2024-03-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,0,Influencers,Tabuk
PROMO24608,2024-03-08,2024-04-05,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,24,"Social Media, SMS, Radio","Eastern Province, Hail"
PROMO34231,2024-03-08,2024-03-20,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,34,"Radio, TV",Riyadh
PROMO47394,2024-03-09,2024-04-05,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,12,SMS,"Riyadh, Northern Borders, Madinah"
PROMO73530,2024-03-09,2024-03-24,Nestlé,Dairy,Nido,Nido 900g,Free Gift,30,"SMS, TV, Newspaper","Eastern Province, Riyadh, Northern Borders"
PROMO45801,2024-03-10,2024-03-24,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,0,Radio,"Madinah, Najran"
PROMO49191,2024-03-10,2024-03-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,17,"Influencers, Social Media, TV","Qassim, Al Bahah"
PROMO74302,2024-03-11,2024-03-23,Unilever,Personal Care,Lux,Lux Body Wash,Discount,36,"Influencers, In-Store, TV","Madinah, Riyadh, Al Bahah"
PROMO75514,2024-03-11,2024-03-30,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,0,"TV, Influencers","Najran, Riyadh, Asir"
PROMO83412,2024-03-13,2024-03-30,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,35,TV,"Hail, Asir, Najran"
PROMO55226,2024-03-14,2024-04-05,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,34,"Influencers, TV","Najran, Tabuk"
PROMO76292,2024-03-14,2024-04-04,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,35,Social Media,"Madinah, Al Bahah"
PROMO63289,2024-03-15,2024-04-03,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,10,"Radio, Newspaper, TV","Asir, Jazan"
PROMO98043,2024-03-16,2024-04-01,Nestlé,Dairy,Nido,Nido 900g,Bundle,34,TV,Asir
PROMO90058,2024-03-17,2024-03-28,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,15,"Newspaper, Influencers","Northern Borders, Hail, Al Bahah"
PROMO47739,2024-03-18,2024-04-13,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,18,"Influencers, In-Store","Eastern Province, Riyadh, Jazan"
PROMO94642,2024-03-22,2024-03-30,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"SMS, In-Store","Hail, Eastern Province, Jazan"
PROMO87980,2024-03-23,2024-04-17,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,0,Newspaper,Tabuk
PROMO78267,2024-03-23,2024-04-16,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,7,"TV, SMS, Influencers","Jazan, Qassim"
PROMO80799,2024-03-23,2024-04-04,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,12,"Social Media, Influencers, SMS","Jazan, Najran"
PROMO80311,2024-03-24,2024-04-09,Almarai,Juices,Almarai,Almarai Mango 1.5L,BOGO,11,Newspaper,"Qassim, Northern Borders"
PROMO42039,2024-03-25,2024-04-08,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,35,SMS,Qassim
PROMO92864,2024-03-26,2024-04-17,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,25,"Newspaper, In-Store, Influencers",Hail
PROMO64282,2024-03-26,2024-04-15,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,31,"Newspaper, Influencers, Social Media","Eastern Province, Al Bahah"
PROMO96934,2024-03-26,2024-04-08,Unilever,Personal Care,Dove,Dove Soap 90g,Free Gift,16,Social Media,"Jazan, Najran"
PROMO40599,2024-03-27,2024-04-14,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,7,"SMS, Radio, Newspaper",Makkah
PROMO32001,2024-03-29,2024-04-13,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,0,SMS,Northern Borders
PROMO24322,2024-04-01,2024-04-17,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,0,Radio,Eastern Province
PROMO78402,2024-04-01,2024-04-18,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,"Radio, Social Media","Madinah, Asir, Jazan"
PROMO91629,2024-04-01,2024-04-22,Nestlé,Dairy,Nido,Nido 900g,BOGO,8,"Newspaper, Influencers",Tabuk
PROMO50806,2024-04-01,2024-04-11,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,27,In-Store,"Asir, Al Bahah"
PROMO36768,2024-04-02,2024-04-14,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,20,"TV, Radio",Eastern Province
PROMO39447,2024-04-02,2024-04-15,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,33,"In-Store, Newspaper, SMS",Northern Borders
PROMO78796,2024-04-03,2024-04-16,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,10,SMS,Hail
PROMO16840,2024-04-03,2024-04-29,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,0,"Radio, Influencers, Social Media","Najran, Hail, Al Bahah"
PROMO14872,2024-04-04,2024-04-25,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,34,Influencers,"Najran, Hail"
PROMO84150,2024-04-05,2024-04-18,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,30,"Radio, Social Media, TV","Makkah, Riyadh"
PROMO55014,2024-04-05,2024-04-21,Nestlé,Dairy,Nido,Nido 900g,BOGO,37,"SMS, Radio","Hail, Najran, Tabuk"
PROMO57779,2024-04-05,2024-04-25,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,32,"Radio, Influencers, Newspaper","Najran, Madinah"
PROMO74545,2024-04-06,2024-04-18,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,27,Newspaper,Najran
PROMO51880,2024-04-06,2024-04-18,Almarai,Dairy,Lusine,Lusine Cheese 200g,BOGO,0,"TV, In-Store, Radio","Najran, Riyadh, Eastern Province"
PROMO87760,2024-04-07,2024-04-15,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,0,Radio,"Qassim, Hail"
PROMO20469,2024-04-07,2024-05-01,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,15,Radio,"Najran, Jazan"
PROMO27156,2024-04-07,2024-05-03,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,Newspaper,"Asir, Najran, Eastern Province"
PROMO63384,2024-04-07,2024-04-16,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,38,"Newspaper, Social Media","Makkah, Al Bahah"
PROMO71410,2024-04-08,2024-04-18,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,20,"In-Store, Radio, Newspaper",Tabuk
PROMO83713,2024-04-08,2024-05-02,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,5,"In-Store, SMS, TV",Northern Borders
PROMO95312,2024-04-09,2024-05-01,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,16,"TV, Radio","Qassim, Najran, Makkah"
PROMO27301,2024-04-10,2024-04-29,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,0,"In-Store, Influencers, Newspaper",Hail
PROMO43058,2024-04-10,2024-04-28,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,0,"In-Store, Influencers",Hail
PROMO38470,2024-04-10,2024-05-02,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,39,"SMS, Influencers","Eastern Province, Tabuk"
PROMO14207,2024-04-10,2024-05-04,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,23,In-Store,"Qassim, Tabuk, Northern Borders"
PROMO89990,2024-04-13,2024-05-04,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,14,"In-Store, Social Media","Jazan, Riyadh"
PROMO45857,2024-04-13,2024-04-23,Nestlé,Confectionery,Quality,Quality Street Tin,Bundle,22,Social Media,Riyadh
PROMO94941,2024-04-13,2024-05-08,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"Social Media, TV","Hail, Madinah"
PROMO80313,2024-04-15,2024-05-08,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,11,"Social Media, In-Store, SMS","Hail, Qassim, Madinah"
PROMO11615,2024-04-15,2024-05-03,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,11,"Newspaper, TV, Influencers","Qassim, Hail"
PROMO37459,2024-04-16,2024-05-11,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,24,"Newspaper, TV, SMS","Asir, Najran"
PROMO48543,2024-04-17,2024-05-02,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,37,"Influencers, Radio",Najran
PROMO60884,2024-04-17,2024-04-26,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,6,"In-Store, Radio","Madinah, Qassim"
PROMO17924,2024-04-18,2024-05-05,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,Newspaper,"Eastern Province, Jazan, Tabuk"
PROMO79611,2024-04-18,2024-05-07,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,0,In-Store,"Jazan, Asir, Riyadh"
PROMO52467,2024-04-18,2024-04-25,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,23,Newspaper,Al Bahah
PROMO91825,2024-04-18,2024-05-12,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,0,TV,"Makkah, Al Bahah, Asir"
PROMO96536,2024-04-19,2024-04-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,8,"In-Store, Newspaper","Madinah, Northern Borders, Tabuk"
PROMO67755,2024-04-19,2024-05-11,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,13,"TV, Influencers","Najran, Makkah"
PROMO15623,2024-04-19,2024-05-13,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,37,"TV, Radio",Hail
PROMO86791,2024-04-20,2024-05-01,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,17,"Social Media, In-Store, TV","Al Bahah, Qassim"
PROMO74590,2024-04-20,2024-05-04,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,32,In-Store,"Madinah, Jazan, Asir"
PROMO85798,2024-04-22,2024-05-12,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,8,"Newspaper, In-Store","Asir, Al Bahah, Hail"
PROMO29069,2024-04-22,2024-05-13,Unilever,Personal Care,Lux,Lux Body Wash,Discount,6,Newspaper,Tabuk
PROMO55053,2024-04-22,2024-05-15,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,0,Influencers,"Madinah, Riyadh"
PROMO37711,2024-04-23,2024-05-09,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,SMS,"Madinah, Jazan"
PROMO42220,2024-04-24,2024-05-10,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,BOGO,0,"Radio, Newspaper","Qassim, Madinah, Makkah"
PROMO95375,2024-04-24,2024-05-18,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Bundle,0,"Radio, Influencers, TV",Eastern Province
PROMO57257,2024-04-24,2024-05-08,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,30,Radio,"Jazan, Madinah"
PROMO39082,2024-04-24,2024-05-15,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,18,Social Media,"Asir, Madinah"
PROMO73631,2024-04-24,2024-05-16,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,8,"In-Store, Influencers","Asir, Hail, Qassim"
PROMO53069,2024-04-25,2024-05-12,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,0,"In-Store, Newspaper","Riyadh, Eastern Province"
PROMO94966,2024-04-25,2024-05-06,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,30,"Social Media, In-Store","Northern Borders, Hail"
PROMO19739,2024-04-25,2024-05-21,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,6,"Radio, In-Store","Eastern Province, Makkah"
PROMO22681,2024-04-25,2024-05-04,Nestlé,Beverages,Milo,Milo 400g,Free Gift,0,"Newspaper, Radio",Jazan
PROMO47126,2024-04-25,2024-05-07,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,27,SMS,"Madinah, Asir"
PROMO17950,2024-04-26,2024-05-13,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,12,Radio,Hail
PROMO64544,2024-04-26,2024-05-05,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,35,"TV, In-Store","Jazan, Asir, Eastern Province"
PROMO18830,2024-04-27,2024-05-09,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,0,"Influencers, In-Store, SMS",Qassim
PROMO40016,2024-04-27,2024-05-06,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,"Social Media, Newspaper, Influencers","Qassim, Najran, Asir"
PROMO81423,2024-04-27,2024-05-09,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,31,SMS,"Jazan, Madinah, Tabuk"
PROMO78321,2024-04-27,2024-05-17,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,0,"Social Media, Newspaper","Hail, Tabuk"
PROMO71371,2024-04-27,2024-05-08,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,9,"Radio, In-Store",Asir
PROMO34937,2024-04-29,2024-05-26,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,"SMS, Radio","Northern Borders, Najran"
PROMO44734,2024-04-29,2024-05-27,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,12,Radio,Eastern Province
PROMO39906,2024-04-30,2024-05-27,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,34,"Influencers, TV","Makkah, Tabuk, Northern Borders"
PROMO34584,2024-04-30,2024-05-22,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,33,"SMS, Influencers, In-Store","Jazan, Eastern Province, Najran"
PROMO82014,2024-04-30,2024-05-08,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,40,"Radio, In-Store",Makkah
PROMO10266,2024-05-01,2024-05-12,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,37,"TV, Influencers","Asir, Makkah, Tabuk"
PROMO39983,2024-05-04,2024-05-17,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,26,"Radio, TV, Influencers","Jazan, Riyadh, Hail"
PROMO92870,2024-05-05,2024-05-12,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,30,"Influencers, Newspaper","Al Bahah, Hail, Jazan"
PROMO23818,2024-05-05,2024-06-01,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,33,"TV, Newspaper, SMS","Makkah, Hail, Madinah"
PROMO80594,2024-05-07,2024-05-17,Nestlé,Confectionery,Quality,Quality Street Tin,Discount,0,Social Media,"Hail, Riyadh, Madinah"
PROMO96213,2024-05-07,2024-05-24,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,18,"Social Media, Influencers, SMS",Riyadh
PROMO44708,2024-05-08,2024-05-21,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,0,Social Media,"Makkah, Tabuk, Hail"
PROMO39603,2024-05-08,2024-05-22,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"Social Media, SMS","Al Bahah, Riyadh"
PROMO82645,2024-05-08,2024-05-23,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,38,"SMS, Social Media, Newspaper",Qassim
PROMO69918,2024-05-08,2024-05-25,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,0,Newspaper,"Eastern Province, Najran, Riyadh"
PROMO37653,2024-05-12,2024-05-28,Unilever,Personal Care,Lux,Lux Body Wash,BOGO,20,Radio,"Riyadh, Makkah, Asir"
PROMO60855,2024-05-13,2024-06-03,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Free Gift,36,"Social Media, Radio","Madinah, Northern Borders"
PROMO94811,2024-05-13,2024-06-03,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,16,"In-Store, TV, Social Media","Northern Borders, Hail"
PROMO13482,2024-05-13,2024-05-23,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,5,Radio,"Asir, Qassim, Madinah"
PROMO80164,2024-05-14,2024-06-01,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,24,Radio,"Jazan, Najran, Riyadh"
PROMO74910,2024-05-18,2024-06-02,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,20,Newspaper,"Tabuk, Jazan"
PROMO12162,2024-05-19,2024-06-12,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,30,"Newspaper, Social Media, Radio",Hail
PROMO20463,2024-05-20,2024-06-16,Nestlé,Beverages,Milo,Milo 400g,Free Gift,24,"Newspaper, TV, Radio",Qassim
PROMO62957,2024-05-20,2024-06-01,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,40,"SMS, Influencers, Radio","Northern Borders, Qassim"
PROMO63035,2024-05-21,2024-05-29,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,13,Radio,Makkah
PROMO45161,2024-05-22,2024-06-01,Nestlé,Beverages,Milo,Milo 400g,Bundle,26,"Newspaper, TV","Northern Borders, Tabuk, Qassim"
PROMO11548,2024-05-25,2024-06-12,Unilever,Food,Knorr,Knorr Chicken Cubes,Bundle,39,"Newspaper, In-Store, Influencers","Riyadh, Eastern Province"
PROMO39223,2024-05-25,2024-06-09,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,25,Newspaper,"Hail, Eastern Province, Asir"
PROMO47083,2024-05-26,2024-06-07,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,39,SMS,"Riyadh, Jazan, Qassim"
PROMO64489,2024-05-26,2024-06-19,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,37,"Newspaper, SMS","Tabuk, Northern Borders, Riyadh"
PROMO52933,2024-05-26,2024-06-14,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,0,"Radio, Influencers","Qassim, Asir"
PROMO68931,2024-05-26,2024-06-20,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,0,"Influencers, In-Store, SMS","Qassim, Riyadh, Najran"
PROMO34779,2024-05-27,2024-06-04,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,16,"TV, Influencers, Radio","Makkah, Eastern Province"
PROMO10053,2024-05-27,2024-06-13,Nestlé,Beverages,Milo,Milo 400g,Discount,13,"In-Store, Radio",Eastern Province
PROMO49665,2024-05-28,2024-06-19,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,12,In-Store,"Najran, Hail, Tabuk"
PROMO42534,2024-05-29,2024-06-11,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,35,"SMS, Newspaper","Eastern Province, Riyadh, Al Bahah"
PROMO22100,2024-05-29,2024-06-15,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,0,"Influencers, Social Media",Northern Borders
PROMO91951,2024-05-30,2024-06-21,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,13,"Influencers, TV, Social Media","Al Bahah, Northern Borders"
PROMO38057,2024-06-01,2024-06-14,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,29,"TV, Influencers","Riyadh, Eastern Province"
PROMO20762,2024-06-03,2024-06-28,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,0,"Newspaper, Social Media","Najran, Riyadh"
PROMO87119,2024-06-03,2024-06-27,PepsiCo,Beverages,7Up,7Up 1L Bottle,Discount,29,TV,"Northern Borders, Najran"
PROMO93270,2024-06-04,2024-06-23,Almarai,Dairy,Lusine,Lusine Cheese 200g,BOGO,11,"In-Store, SMS, Influencers","Riyadh, Al Bahah, Tabuk"
PROMO16193,2024-06-04,2024-06-22,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,18,"TV, Social Media, Influencers","Tabuk, Eastern Province"
PROMO98130,2024-06-06,2024-06-25,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,17,"Social Media, In-Store","Eastern Province, Tabuk, Riyadh"
PROMO92889,2024-06-07,2024-06-24,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,0,"Influencers, Radio, In-Store","Qassim, Northern Borders, Riyadh"
PROMO62144,2024-06-07,2024-06-23,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,26,"Newspaper, In-Store","Eastern Province, Riyadh, Al Bahah"
PROMO26590,2024-06-07,2024-06-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,25,"Newspaper, In-Store","Eastern Province, Riyadh"
PROMO70165,2024-06-08,2024-07-04,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,24,TV,"Makkah, Madinah"
PROMO71737,2024-06-08,2024-06-18,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,0,"In-Store, Social Media","Qassim, Eastern Province, Tabuk"
PROMO91902,2024-06-11,2024-06-30,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,35,TV,"Qassim, Najran"
PROMO31386,2024-06-11,2024-06-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,24,"TV, In-Store",Najran
