Date,City,Location,Branch,Store Name,Category,Subcategory,Brand,Product,Units Sold,Sales,Expenses,OSA,Classification,Waste,Waste Reason,Lost from Waste,Salvageable
12/26/2024,Mecca,Al Aziziyah,Branch F,Store F,Snacks,Chips,Brand H,Potato Chips Salts,182,3572.72344,2274,0.780372685,MT,0,,0,0.00%
12/26/2024,Jeddah,Al Rawdah,Branch V,Store V,Dairy,Milk,Brand C,Skimmed Milk 1L,133.7338221,4058.17522,1839.724231,0.349590068,SS,0,,0,0.00%
12/26/2024,Jeddah,Al Hamra,Branch C,Store C,Beverages,Water,Brand J,Mineral Water 500ml,138.5156419,2725.544473,3574.481038,0.899476261,SS,0,,0,0.00%
12/27/2024,Medina,Al Madinah,Branch T,Store T,Bakery,Pastry,Brand J,Croissant Cheese,112.3063218,1481.199963,1403.842983,0.722305143,WS,0,,0,0.00%
12/27/2024,Medina,Al Madinah,Branch D,Store D,Bakery,Bread,Brand G,Brown Bread,208,5819.121,4276,0.936383695,SS,15,Spoiled Product,419.85,0.00%
12/27/2024,Medina,Al Madinah,Branch I,Store I,Bakery,Bread,Brand D,White Bread,137,3475.58148,2166,0.207106386,MT,0,,0,0.00%
12/27/2024,Jeddah,Al Rawdah,Branch N,Store N,Beverages,Water,Brand B,Mineral Water 1L,64,1669.52772,1081,0.006936396,MT,0,,0,0.00%
12/27/2024,Jeddah,Al Hamra,Branch P,Store P,Dairy,Cheese,Brand C,Gouda Cheese,441.0500771,13968.92707,10441.81819,0.173106198,WS,0,,0,0.00%
12/28/2024,Dammam,Al Khobar,Branch G,Store G,Dairy,Cheese,Brand E,Cheddar Cheese,209,6664.87418,4622,0.147895927,WS,0,,0,0.00%
12/28/2024,Jeddah,Al Hamra,Branch Y,Store Y,Frozen Foods,Frozen Meat,Brand A,Chicken Tender,80,1235.919,966,0.11360174,MT,0,,0,0.00%
12/28/2024,Riyadh,Al Nakheel,Branch E,Store E,Beverages,Water,Brand F,Mineral Water 1L,138.8290071,7426.960459,4796.560449,0.768999668,DS,0,,0,0.00%
12/28/2024,Mecca,Al Awali,Branch C,Store C,Frozen Foods,Ready Meals,Brand H,Frozen Kebbeh,17,290.91282,217,0.212104609,SS,0,,0,0.00%
12/28/2024,Medina,Al Madinah,Branch S,Store S,Frozen Foods,Desserts,Brand F,Ice Cream Chocolat,166.7406009,6478.770634,3019.83408,0.403937983,SS,0,,0,0.00%
12/28/2024,Riyadh,Al Malaz,Branch M,Store M,Frozen Foods,Ready Meals,Brand J,Frozen Pizza Cheese,148.1411076,2664.351549,3724.851816,0.738775654,SS,0,,0,0.00%
12/28/2024,Mecca,Al Aziziyah,Branch A,Store A,Bakery,Pastry,Brand B,Muffin Plain,65,2313.33262,1800,0.375839843,SS,9,Incorrect Labeling,323.1412941,0.50%
12/28/2024,Medina,Al Qiblatayn,Branch B,Store B,Beverages,Soft Drinks,Brand C,Pepsi Can 330ml,341.5848333,1090.871723,895.8981913,0.645154997,DS,0,,0,0.00%
12/28/2024,Medina,Al Madinah,Branch N,Store N,Beverages,Soft Drinks,Brand I,Mirinda Can 330ml,486.1334541,1922.958144,1377.570274,0.248030245,MT,0,,0,0.00%
12/28/2024,Riyadh,Olaya,Branch L,Store L,Dairy,Milk,Brand G,Full Fat Milk 1L,178,2373.5254,1689,0.222855715,WS,32,Packaging Defect,428.2119658,27.36%
12/29/2024,Dammam,Al Khobar,Branch J,Store J,Beverages,Juice,Brand C,Carrot Juice 1L,365.2061178,1241.565218,865.2002422,0.510254829,MT,0,,0,0.00%
12/29/2024,Jeddah,Al Rawdah,Branch B,Store B,Bakery,Pastry,Brand D,Croissant Chocolat,19,407.8312,254,0.434884976,DS,0,,0,0.00%
12/29/2024,Medina,Al Madinah,Branch Y,Store Y,Frozen Foods,Frozen Meat,Brand B,Chicken Nuggets,162,2028.1436,1469,0.214327109,MT,0,,0,0.00%
12/29/2024,Mecca,Al Awali,Branch M,Store M,Bakery,Pastry,Brand B,Croissant Cheese,54,132.3844,86,0.968967229,SS,0,,0,0.00%
12/29/2024,Mecca,Al Awali,Branch C,Store C,Frozen Foods,Frozen Meat,Brand J,Chicken Tender,326.6135969,7860.565178,6191.112502,0.470097237,SS,0,,0,0.00%
12/29/2024,Jeddah,Al Andalus,Branch D,Store D,Snacks,Chocolate,Brand A,Chocolat with Nuts,28,480.9888,304,0.832166568,SS,0,,0,0.00%
12/29/2024,Riyadh,Olaya,Branch A,Store A,Frozen Foods,Desserts,Brand D,Ice Cream Strawberry,171,6534.5636,4660,0.697555453,SS,0,,0,0.00%
12/29/2024,Dammam,Al Shati,Branch N,Store N,Beverages,Water,Brand H,Mineral Water 1L,216,795.4236,562,0.34228824,MT,0,,0,0.00%
12/29/2024,Jeddah,Al Hamra,Branch T,Store T,Bakery,Pastry,Brand F,Muffin Plain,148.7318064,1643.890065,960.3996876,0.924263135,WS,0,,0,0.00%
12/29/2024,Dammam,Al Faisaliyah,Branch R,Store R,Snacks,Cookies,Brand G,Biscuits Vanilla,33,894.5656,637,0.549155392,DS,0,,0,0.00%
12/30/2024,Mecca,Al Awali,Branch W,Store W,Bakery,Pastry,Brand J,Croissant Zaatar,102.8447173,4180.748151,4159.604893,0.749745512,MT,0,,0,0.00%
12/30/2024,Medina,Al Qiblatayn,Branch A,Store A,Snacks,Cookies,Brand D,Biscuits Chocolat,191,6650.97984,4612,0.964384347,SS,0,,0,0.00%
12/30/2024,Mecca,Al Awali,Branch Y,Store Y,Snacks,Chocolate,Brand E,Chocolat with Nuts,12,35.433,27,0.791146274,MT,0,,0,0.00%
12/30/2024,Riyadh,Al Nakheel,Branch F,Store F,Frozen Foods,Desserts,Brand E,Ice Cream Chocolat,220,1646.65914,1178,0.080828671,MT,0,,0,0.00%
12/31/2024,Medina,Al Madinah,Branch K,Store K,Snacks,Chips,Brand J,Potato Chips Vinegar,119.3689913,2546.090155,1265.1302,0.479764357,WS,0,,0,0.00%
12/31/2024,Mecca,Al Aziziyah,Branch V,Store V,Frozen Foods,Ready Meals,Brand H,Frozen Pizza Cheese,124,1761.6694,1402,0.436120421,SS,0,,0,0.00%
12/31/2024,Mecca,Al Aziziyah,Branch C,Store C,Dairy,Milk,Brand H,Skimmed Milk 1L,23,276.29296,179,0.657228281,SS,0,,0,0.00%
12/31/2024,Dammam,Al Shati,Branch X,Store X,Bakery,Pastry,Brand J,Croissant Chocolat,96.87621818,2348.572055,2382.134901,0.380028219,WS,0,,0,0.00%
12/31/2024,Riyadh,Al Malaz,Branch X,Store X,Frozen Foods,Frozen Meat,Brand B,Chicken Nuggets,81,1757.97928,1157,0.417431177,WS,0,,0,0.00%
12/31/2024,Dammam,Al Faisaliyah,Branch K,Store K,Bakery,Pastry,Brand J,Croissant Chocolat,394.9735599,5147.01279,2046.342348,0.312529135,WS,0,,0,0.00%
12/31/2024,Dammam,Al Khobar,Branch U,Store U,Dairy,Milk,Brand G,Full Fat Milk 1L,134,2117.91496,1462,0.112573162,WS,22,Spoiled Product,348.4976,0.00%
12/31/2024,Riyadh,Olaya,Branch V,Store V,Bakery,Pastry,Brand D,Croissant Chocolat,23,877.86656,579,0.278155987,SS,0,,0,0.00%
12/31/2024,Riyadh,Al Malaz,Branch O,Store O,Beverages,Juice,Brand E,Orange Juice 1L,26,794.36136,518,0.091827068,DS,5,Spoiled Product,157.5363636,0.00%
12/31/2024,Riyadh,Olaya,Branch K,Store K,Frozen Foods,Frozen Meat,Brand I,Chicken Tender,272.2967221,1902.648622,1808.588782,0.955126281,WS,0,,0,0.00%
12/31/2024,Dammam,Al Faisaliyah,Branch C,Store C,Bakery,Bread,Brand J,Whole Bread,30.27986214,154.2031432,112.3597491,0.976142059,SS,0,,0,0.00%
1/1/2025,Riyadh,Al Nakheel,Branch W,Store W,Dairy,Cheese,Brand I,Cheddar Cheese,136,2488.67272,1652,0.249761278,MT,0,,0,0.00%
1/1/2025,Jeddah,Al Hamra,Branch B,Store B,Bakery,Pastry,Brand C,Muffin Plain,32,960.78614,670,0.822571083,DS,0,,0,0.00%
1/1/2025,Jeddah,Al Andalus,Branch W,Store W,Frozen Foods,Frozen Meat,Brand G,Hamburger,92,3561.67786,2531,0.751326031,MT,0,,0,0.00%
1/1/2025,Mecca,Al Awali,Branch V,Store V,Beverages,Water,Brand A,Water Gallon 5L,137,4501.08494,3479,0.179232265,SS,0,,0,0.00%
1/1/2025,Mecca,Al Aziziyah,Branch F,Store F,Snacks,Cookies,Brand B,Biscuits Strawberry,79,1377.2297,842,0.20882794,MT,0,,0,0.00%
1/1/2025,Jeddah,Al Hamra,Branch R,Store R,Dairy,Yogurt,Brand D,Yogurt Cup Flavored,49,1800.9809,1374,0.161265196,DS,0,,0,0.00%
1/1/2025,Medina,Al Madinah,Branch R,Store R,Frozen Foods,Desserts,Brand J,Ice Cream Vanilla,122,889.8239,608,0.821009485,DS,0,,0,0.00%
1/2/2025,Riyadh,Olaya,Branch J,Store J,Frozen Foods,Desserts,Brand F,Ice Cream Chocolat,127,3432.79104,2617,0.014503964,MT,0,,0,0.00%
1/2/2025,Riyadh,Al Malaz,Branch M,Store M,Beverages,Juice,Brand F,Orange Juice 1L,27,518.26176,311,0.463459758,SS,0,,0,0.00%
1/2/2025,Riyadh,Olaya,Branch R,Store R,Bakery,Bread,Brand C,Whole Bread,17,426.10176,275,0.556515117,DS,0,,0,0.00%
1/2/2025,Jeddah,Al Andalus,Branch K,Store K,Bakery,Pastry,Brand H,Croissant Chocolat,179,6568.58112,4300,0.699506971,WS,0,,0,0.00%
1/2/2025,Medina,Al Madinah,Branch O,Store O,Snacks,Chips,Brand E,Potato Chips Ketchup,171,508.89216,378,0.623966114,DS,0,,0,0.00%
1/2/2025,Mecca,Al Aziziyah,Branch S,Store S,Bakery,Bread,Brand H,White Bread,8,30.09792,24,0.008352807,SS,0,,0,0.00%
1/2/2025,Riyadh,Al Nakheel,Branch Z,Store Z,Beverages,Water,Brand C,Mineral Water 1L,37,122.33472,73,0.697747798,MT,0,,0,0.00%
1/2/2025,Jeddah,Al Andalus,Branch K,Store K,Dairy,Yogurt,Brand J,Yogurt Cup Flavored,96,2323.63008,1586,0.2612527,WS,0,,0,0.00%
1/2/2025,Riyadh,Al Nakheel,Branch B,Store B,Snacks,Cookies,Brand A,Biscuits Chocolat,53,716.85888,430,0.491242875,DS,0,,0,0.00%
1/2/2025,Dammam,Al Faisaliyah,Branch M,Store M,Frozen Foods,Frozen Meat,Brand G,Chicken Tender,154,3704.14848,2723,0.715341297,SS,0,,0,0.00%
1/2/2025,Dammam,Al Khobar,Branch E,Store E,Snacks,Chips,Brand E,Potato Chips Salts,77,2847.86688,1812,0.007034709,DS,0,,0,0.00%
1/3/2025,Riyadh,Al Nakheel,Branch U,Store U,Beverages,Soft Drinks,Brand E,Pepsi Can 330ml,219,7431.655,5155,0.554392847,WS,0,,0,0.00%
1/3/2025,Mecca,Al Aziziyah,Branch L,Store L,Beverages,Soft Drinks,Brand D,Mirinda Can 330ml,18,55.6017,34,0.153291615,WS,0,,0,0.00%
1/3/2025,Mecca,Al Aziziyah,Branch N,Store N,Dairy,Yogurt,Brand C,Yogurt Cup Flavored,133,1188.4873,864,0.542336603,MT,0,,0,0.00%
1/3/2025,Mecca,Al Aziziyah,Branch W,Store W,Beverages,Soft Drinks,Brand G,Mirinda Can 330ml,55,715.9999,489,0.994500371,MT,0,,0,0.00%
1/3/2025,Mecca,Al Aziziyah,Branch N,Store N,Snacks,Chocolate,Brand J,Chocolat with Nuts,22,807.5529,643,0.967115392,MT,0,,0,0.00%
1/3/2025,Dammam,Al Faisaliyah,Branch S,Store S,Beverages,Juice,Brand F,Orange Juice 1L,163,2653.6202,1778,0.219966182,SS,0,,0,0.00%
1/3/2025,Dammam,Al Shati,Branch M,Store M,Snacks,Chocolate,Brand C,Chocolat with Nuts,142,916.9622,670,0.452748699,SS,0,,0,0.00%
1/3/2025,Riyadh,Olaya,Branch N,Store N,Snacks,Chocolate,Brand A,Chocolat with Nuts,175,6420.0213,4900,0.211542115,MT,0,,0,0.00%
1/3/2025,Riyadh,Olaya,Branch C,Store C,Bakery,Pastry,Brand D,Croissant Chocolat,81,2110.1619,1283,0.980896433,SS,0,,0,0.00%
1/3/2025,Jeddah,Al Andalus,Branch N,Store N,Beverages,Water,Brand B,Water Gallon 5L,88,2745.7815,1952,0.707130114,MT,0,,0,0.00%
1/3/2025,Mecca,Al Awali,Branch J,Store J,Beverages,Water,Brand B,Mineral Water 500ml,19,685.6927,464,0.794963631,MT,0,,0,0.00%
1/3/2025,Riyadh,Al Malaz,Branch G,Store G,Beverages,Juice,Brand G,Carrot Juice 1L,190,658.6811,526,0.079913106,WS,38,Packaging Defect,132.1395935,75.85%
1/3/2025,Medina,Al Qiblatayn,Branch H,Store H,Dairy,Yogurt,Brand E,Yogurt Cup Plain,134,3046.7206,2117,0.078261006,DS,0,,0,0.00%
1/3/2025,Medina,Al Madinah,Branch S,Store S,Frozen Foods,Frozen Meat,Brand H,Hamburger,38,378.9093,256,0.549132124,SS,0,,0,0.00%
1/3/2025,Riyadh,Al Nakheel,Branch M,Store M,Beverages,Juice,Brand E,Orange Juice 1L,190,1908.9917,1354,0.335169544,SS,31,Packaging Defect,312.4207724,44.79%
1/4/2025,Jeddah,Al Hamra,Branch J,Store J,Frozen Foods,Ready Meals,Brand D,Frozen Pizza Cheese,96,3750.17528,2276,0.719350185,MT,0,,0,0.00%
1/4/2025,Jeddah,Al Andalus,Branch I,Store I,Snacks,Cookies,Brand B,Biscuits Chocolat,66,777.84404,584,0.336571446,MT,0,,0,0.00%
1/4/2025,Jeddah,Al Rawdah,Branch R,Store R,Beverages,Water,Brand G,Mineral Water 500ml,89,2285.07368,1611,0.496207753,DS,0,,0,0.00%
1/4/2025,Medina,Al Qiblatayn,Branch T,Store T,Frozen Foods,Desserts,Brand I,Ice Cream Chocolat,136,5234.98604,3280,0.521106164,WS,0,,0,0.00%
1/4/2025,Mecca,Al Aziziyah,Branch E,Store E,Beverages,Soft Drinks,Brand H,Seven Up Can 330ml,195,3569.2648,2360,0.999218027,DS,0,,0,0.00%
1/4/2025,Dammam,Al Shati,Branch L,Store L,Bakery,Bread,Brand B,White Bread,26,80.21852,53,0.202241813,WS,4,Packaging Defect,12.59515152,31.94%
1/4/2025,Jeddah,Al Andalus,Branch L,Store L,Frozen Foods,Ready Meals,Brand F,Frozen Pizza Cheese,218,2313.39064,1628,0.655286889,WS,0,,0,0.00%
1/4/2025,Riyadh,Al Malaz,Branch I,Store I,Beverages,Soft Drinks,Brand C,Mirinda Can 330ml,220,5906.2246,3552,0.691641517,MT,0,,0,0.00%
1/4/2025,Dammam,Al Faisaliyah,Branch O,Store O,Snacks,Chips,Brand G,Potato Chips Ketchup,100,3734.0096,2976,0.997076447,DS,0,,0,0.00%
1/4/2025,Dammam,Al Khobar,Branch G,Store G,Snacks,Chocolate,Brand I,Chocolat with Nuts,119,1359.49972,1025,0.889034381,WS,0,,0,0.00%
1/5/2025,Jeddah,Al Andalus,Branch U,Store U,Dairy,Cheese,Brand G,Cheddar Cheese,158,1544.56344,1226,0.812214263,WS,25,Product Expired,245.7586207,0.00%
1/5/2025,Riyadh,Olaya,Branch K,Store K,Snacks,Chips,Brand B,Potato Chips Vinegar,35,811.56996,615,0.343960801,WS,0,,0,0.00%
1/5/2025,Dammam,Al Faisaliyah,Branch Z,Store Z,Bakery,Bread,Brand E,Brown Bread,85,1489.14504,1172,0.655223443,MT,0,,0,0.00%
1/5/2025,Medina,Al Madinah,Branch Q,Store Q,Bakery,Pastry,Brand G,Croissant Chocolat,60,1717.92396,1094,0.552318208,DS,8,Damaged Item,230.6015584,60.32%
1/5/2025,Mecca,Al Aziziyah,Branch R,Store R,Beverages,Soft Drinks,Brand A,Pepsi Can 330ml,100,1740.73374,1365,0.476561543,DS,0,,0,0.00%
1/5/2025,Medina,Al Qiblatayn,Branch F,Store F,Bakery,Pastry,Brand C,Croissant Chocolat,105,3651.27534,2367,0.724084511,MT,0,,0,0.00%
1/6/2025,Riyadh,Al Malaz,Branch O,Store O,Frozen Foods,Ready Meals,Brand B,Frozen Pizza Cheese,211,6994.02592,5585,0.782636677,DS,0,,0,0.00%
1/6/2025,Riyadh,Al Nakheel,Branch J,Store J,Frozen Foods,Frozen Meat,Brand H,Chicken Tender,181,5327.18568,3356,0.218222458,MT,0,,0,0.00%
1/6/2025,Medina,Al Qiblatayn,Branch X,Store X,Frozen Foods,Frozen Meat,Brand J,Chicken Tender,132,2990.8204,2207,0.216790174,WS,0,,0,0.00%
1/6/2025,Riyadh,Olaya,Branch P,Store P,Frozen Foods,Desserts,Brand I,Ice Cream Strawberry,151,802.41504,613,0.759327501,WS,0,,0,0.00%
1/6/2025,Jeddah,Al Rawdah,Branch Q,Store Q,Frozen Foods,Frozen Meat,Brand G,Chicken Nuggets,39,250.08928,192,0.809069149,DS,0,,0,0.00%
1/6/2025,Dammam,Al Faisaliyah,Branch V,Store V,Bakery,Pastry,Brand J,Croissant Chocolat,21,435.2196,338,0.798367025,SS,0,,0,0.00%
1/6/2025,Riyadh,Al Nakheel,Branch L,Store L,Dairy,Milk,Brand D,Skimmed Milk 1L,142,2295.32264,1472,0.230680531,WS,0,,0,0.00%
1/6/2025,Medina,Al Madinah,Branch U,Store U,Bakery,Bread,Brand A,Whole Bread,85,2200.16952,1632,0.11917611,WS,0,,0,0.00%
1/7/2025,Medina,Al Qiblatayn,Branch T,Store T,Frozen Foods,Desserts,Brand A,Ice Cream Strawberry,124,2120.02666,1374,0.416833775,WS,0,,0,0.00%
1/7/2025,Dammam,Al Faisaliyah,Branch R,Store R,Snacks,Chocolate,Brand F,Chocolat Waffer,19,417.00022,261,0.502396701,DS,0,,0,0.00%
1/7/2025,Medina,Al Madinah,Branch I,Store I,Dairy,Cheese,Brand B,Emmental Cheese,146,1048.36278,778,0.686901401,MT,26,Product Expired,187.3543316,0.00%
1/7/2025,Dammam,Al Faisaliyah,Branch V,Store V,Beverages,Water,Brand H,Mineral Water 500ml,137,834.59172,590,0.459857819,SS,0,,0,0.00%
1/7/2025,Dammam,Al Khobar,Branch T,Store T,Beverages,Soft Drinks,Brand D,Seven Up Can 330ml,196,2665.86368,1906,0.337786964,WS,0,,0,0.00%
1/7/2025,Riyadh,Al Malaz,Branch O,Store O,Snacks,Chocolate,Brand F,Chocolat Waffer,87,1755.07464,1115,0.770144389,DS,0,,0,0.00%
1/7/2025,Dammam,Al Shati,Branch S,Store S,Dairy,Cheese,Brand H,Cheddar Cheese,85,613.42188,402,0.667596293,SS,0,,0,0.00%
1/7/2025,Mecca,Al Aziziyah,Branch B,Store B,Dairy,Cheese,Brand E,Gouda Cheese,147,2324.29834,1419,0.714193437,DS,0,,0,0.00%
1/7/2025,Mecca,Al Aziziyah,Branch V,Store V,Beverages,Juice,Brand D,Orange Juice 1L,11,33.75742,21,0.683973364,SS,0,,0,0.00%
1/7/2025,Mecca,Al Awali,Branch Y,Store Y,Frozen Foods,Desserts,Brand D,Ice Cream Chocolat,50,1668.59994,1110,0.776159288,MT,0,,0,0.00%
1/7/2025,Mecca,Al Awali,Branch R,Store R,Frozen Foods,Ready Meals,Brand C,Frozen Pizza Cheese,25,433.8906,335,0.805933139,DS,0,,0,0.00%
1/7/2025,Jeddah,Al Rawdah,Branch G,Store G,Dairy,Yogurt,Brand F,Yogurt Cup Plain,95,3601.0897,2852,0.436952201,WS,1,Damaged Item,37.9397541,93.02%
1/7/2025,Jeddah,Al Andalus,Branch H,Store H,Beverages,Soft Drinks,Brand A,Pepsi Can 330ml,162,5110.96986,3919,0.825116865,DS,0,,0,0.00%
1/8/2025,Medina,Al Madinah,Branch T,Store T,Bakery,Pastry,Brand B,Muffin Chocolate,75,2687.8878,1877,0.184295943,WS,0,,0,0.00%
1/8/2025,Dammam,Al Khobar,Branch N,Store N,Beverages,Juice,Brand H,Orange Juice 1L,75,860.1762,615,0.955273785,MT,0,,0,0.00%
1/8/2025,Jeddah,Al Andalus,Branch J,Store J,Dairy,Cheese,Brand A,Gouda Cheese,13,204.6798,159,0.723796056,MT,0,,0,0.00%
1/8/2025,Medina,Al Madinah,Branch F,Store F,Bakery,Bread,Brand D,Brown Bread,25,447.5484,316,0.724214851,MT,0,,0,0.00%
1/8/2025,Mecca,Al Aziziyah,Branch Q,Store Q,Snacks,Cookies,Brand B,Biscuits Chocolat,15,51.2304,32,0.596364635,DS,0,,0,0.00%
1/8/2025,Jeddah,Al Hamra,Branch R,Store R,Frozen Foods,Ready Meals,Brand H,Frozen Pizza Vegetarian,157,1436.604,1093,0.808575854,DS,0,,0,0.00%
1/8/2025,Medina,Al Qiblatayn,Branch Q,Store Q,Bakery,Bread,Brand C,Brown Bread,217,1038.8196,667,0.786427761,DS,0,,0,0.00%
1/8/2025,Riyadh,Al Nakheel,Branch Q,Store Q,Snacks,Chips,Brand I,Potato Chips Vinegar,139,2418.3354,1771,0.10425766,DS,0,,0,0.00%
1/8/2025,Riyadh,Al Nakheel,Branch U,Store U,Beverages,Water,Brand G,Mineral Water 500ml,29,275.5194,201,0.649313233,WS,0,,0,0.00%
1/8/2025,Dammam,Al Faisaliyah,Branch H,Store H,Beverages,Juice,Brand H,Orange Juice 1L,15,93.5844,69,0.036499444,DS,0,,0,0.00%
1/8/2025,Medina,Al Qiblatayn,Branch A,Store A,Dairy,Milk,Brand J,Full Fat Milk 1L,14,115.0578,92,0.703867441,SS,0,,0,0.00%
1/8/2025,Dammam,Al Faisaliyah,Branch H,Store H,Frozen Foods,Frozen Meat,Brand I,Chicken Nuggets,42,1127.6304,834,0.611116682,DS,0,,0,0.00%
1/8/2025,Dammam,Al Faisaliyah,Branch H,Store H,Dairy,Milk,Brand A,Skimmed Milk 1L,87,1936.6932,1210,0.163648471,DS,0,,0,0.00%
1/8/2025,Dammam,Al Khobar,Branch Y,Store Y,Dairy,Yogurt,Brand H,Yogurt Cup Flavored,33,694.2858,536,0.584013797,MT,0,,0,0.00%
1/9/2025,Medina,Al Madinah,Branch Z,Store Z,Beverages,Soft Drinks,Brand C,Seven Up Can 330ml,60,962.50906,661,0.625084382,MT,0,,0,0.00%
1/9/2025,Medina,Al Qiblatayn,Branch F,Store F,Bakery,Pastry,Brand F,Muffin Plain,204,3689.95302,2244,0.055399536,MT,32,Product Expired,580.752,0.00%
1/9/2025,Medina,Al Madinah,Branch O,Store O,Frozen Foods,Desserts,Brand A,Ice Cream Vanilla,161,4194.57762,2743,0.364406064,DS,0,,0,0.00%
1/9/2025,Medina,Al Madinah,Branch N,Store N,Frozen Foods,Ready Meals,Brand E,Frozen Kebbeh,122,3090.24504,2040,0.767047835,MT,0,,0,0.00%
1/9/2025,Medina,Al Qiblatayn,Branch J,Store J,Frozen Foods,Frozen Meat,Brand I,Hamburger,108,3873.18344,2679,0.071821943,MT,0,,0,0.00%
1/9/2025,Jeddah,Al Andalus,Branch N,Store N,Snacks,Chips,Brand A,Potato Chips Salts,51,1343.03026,987,0.315682182,MT,0,,0,0.00%
1/9/2025,Jeddah,Al Andalus,Branch Q,Store Q,Bakery,Pastry,Brand C,Croissant Chocolat,92,2211.19884,1635,0.099580028,DS,0,,0,0.00%
1/9/2025,Dammam,Al Faisaliyah,Branch B,Store B,Snacks,Chocolate,Brand E,Chocolat Waffer,79,3107.5898,2437,0.206756866,DS,0,,0,0.00%
1/9/2025,Medina,Al Qiblatayn,Branch C,Store C,Frozen Foods,Desserts,Brand G,Ice Cream Vanilla,52,140.53322,93,0.651828071,SS,0,,0,0.00%
1/9/2025,Medina,Al Qiblatayn,Branch L,Store L,Bakery,Pastry,Brand F,Muffin Chocolate,154,2682.76048,2044,0.784901992,WS,24,Product Expired,420.0783673,0.00%
1/9/2025,Riyadh,Olaya,Branch E,Store E,Frozen Foods,Desserts,Brand C,Ice Cream Vanilla,200,3186.90024,2084,0.442162817,DS,0,,0,0.00%
1/9/2025,Medina,Al Qiblatayn,Branch P,Store P,Snacks,Chocolate,Brand C,Chocolat Waffer,203,5027.64222,3810,0.517110991,WS,0,,0,0.00%
1/9/2025,Riyadh,Olaya,Branch E,Store E,Bakery,Pastry,Brand H,Croissant Zaatar,55,473.6183,331,0.930912086,DS,0,,0,0.00%
1/10/2025,Medina,Al Qiblatayn,Branch F,Store F,Dairy,Milk,Brand A,Skimmed Milk 1L,213,6873.47696,5026,0.416811776,MT,0,,0,0.00%
1/10/2025,Riyadh,Olaya,Branch K,Store K,Frozen Foods,Desserts,Brand A,Ice Cream Strawberry,121,3943.18288,2706,0.520739681,WS,0,,0,0.00%
1/10/2025,Dammam,Al Shati,Branch X,Store X,Frozen Foods,Frozen Meat,Brand F,Chicken Nuggets,31,1010.35648,805,0.584830495,WS,0,,0,0.00%
1/10/2025,Jeddah,Al Andalus,Branch J,Store J,Bakery,Pastry,Brand F,Muffin Chocolate,228,1427.26416,1032,0.823349233,MT,31,Product Expired,194.6041034,0.00%
1/10/2025,Medina,Al Madinah,Branch C,Store C,Frozen Foods,Desserts,Brand J,Ice Cream Vanilla,131,2491.34816,1788,0.971845513,SS,0,,0,0.00%
1/10/2025,Dammam,Al Faisaliyah,Branch X,Store X,Frozen Foods,Frozen Meat,Brand B,Chicken Nuggets,20,71.1872,51,0.314406055,WS,0,,0,0.00%
1/11/2025,Jeddah,Al Rawdah,Branch I,Store I,Snacks,Chocolate,Brand J,Chocolat Waffer,16,329.35758,261,0.574409169,MT,0,,0,0.00%
1/11/2025,Riyadh,Al Malaz,Branch X,Store X,Bakery,Pastry,Brand C,Croissant Zaatar,52,1508.4912,1010,0.472241128,WS,0,,0,0.00%
1/11/2025,Jeddah,Al Hamra,Branch B,Store B,Beverages,Soft Drinks,Brand B,Pepsi Can 330ml,202,6804.23694,4301,0.046121986,DS,0,,0,0.00%
1/11/2025,Jeddah,Al Rawdah,Branch K,Store K,Beverages,Soft Drinks,Brand E,Pepsi Can 330ml,228,820.56828,648,0.139700224,WS,0,,0,0.00%
1/11/2025,Mecca,Al Awali,Branch Y,Store Y,Snacks,Chocolate,Brand J,Chocolat with Nuts,12,136.83474,88,0.160952786,MT,0,,0,0.00%
1/11/2025,Dammam,Al Faisaliyah,Branch D,Store D,Snacks,Cookies,Brand G,Biscuits Vanilla,221,6898.17966,5032,0.001981683,SS,0,,0,0.00%
1/11/2025,Dammam,Al Shati,Branch U,Store U,Frozen Foods,Ready Meals,Brand E,Frozen Kebbeh,89,3079.92528,2077,0.957818672,WS,0,,0,0.00%
1/12/2025,Medina,Al Qiblatayn,Branch X,Store X,Frozen Foods,Ready Meals,Brand B,Frozen Pizza Cheese,161,5121.70056,3810,0.253060556,WS,0,,0,0.00%
1/12/2025,Mecca,Al Aziziyah,Branch I,Store I,Bakery,Pastry,Brand I,Croissant Cheese,69,2384.882,1869,0.677738998,MT,0,,0,0.00%
1/12/2025,Mecca,Al Awali,Branch D,Store D,Snacks,Cookies,Brand B,Biscuits Chocolat,153,1366.32896,863,0.285410955,SS,0,,0,0.00%
1/12/2025,Medina,Al Qiblatayn,Branch L,Store L,Snacks,Chocolate,Brand B,Chocolat with Nuts,109,2230.7886,1584,0.245837424,WS,0,,0,0.00%
1/12/2025,Jeddah,Al Hamra,Branch N,Store N,Frozen Foods,Ready Meals,Brand A,Frozen Pizza Vegetarian,108,3865.58916,2787,0.564528677,MT,0,,0,0.00%
1/12/2025,Jeddah,Al Rawdah,Branch L,Store L,Dairy,Cheese,Brand E,Cheddar Cheese,170,5399.85668,3746,0.061582917,WS,0,,0,0.00%
1/12/2025,Riyadh,Al Malaz,Branch M,Store M,Beverages,Soft Drinks,Brand H,Pepsi Can 330ml,21,65.98712,46,0.511168058,SS,0,,0,0.00%
